periodsig,sig95
1,0.450401674219964
1.0594630943593,0.425675931977952
1.12246204830937,0.399957752668359
1.18920711500272,0.398714844185459
1.25992104989487,0.396700500732165
1.33483985417003,0.3984513660028
1.4142135623731,0.400583413864968
1.49830707687668,0.402552557035056
1.5874010519682,0.403040123776269
1.68179283050743,0.404498507827239
1.78179743628068,0.403097221215112
1.88774862536339,0.403418240262816
2,0.403484165353076
2.11892618871859,0.405712618768526
2.24492409661875,0.406675848620251
2.37841423000544,0.405436944052624
2.51984209978975,0.405249119606423
2.66967970834007,0.407058295155104
2.82842712474619,0.406180707136329
2.99661415375337,0.406062342185902
3.1748021039364,0.406282620180939
3.36358566101486,0.409278671229303
3.56359487256136,0.41248521727048
3.77549725072678,0.411715310174614
4,0.412832487612006
4.23785237743719,0.416871221709767
4.4898481932375,0.415867323962453
4.75682846001089,0.412400450093122
5.0396841995795,0.411774372097548
5.33935941668014,0.413502616297703
5.65685424949239,0.416352950312544
5.99322830750673,0.41939804606999
6.34960420787281,0.41684275373774
6.72717132202973,0.419367136970499
7.12718974512272,0.417465218138573
7.55099450145356,0.41287349427082
8.00000000000001,0.408846369716681
8.47570475487437,0.421617213512178
8.979696386475,0.428681230484815
9.51365692002178,0.432136187086
10.079368399159,0.430657422469975
10.6787188333603,0.422803621421595
11.3137084989848,0.425789677693912
11.9864566150135,0.437011250877488
12.6992084157456,0.440142156258951
13.4543426440595,0.437498476363217
14.2543794902455,0.433011749291599
15.1019890029071,0.433280600272822
16,0.443388277615926
16.9514095097488,0.458555554639941
17.95939277295,0.469283802460402
19.0273138400436,0.465000007254156
20.158736798318,0.452705317992719
21.3574376667206,0.443485030842779
22.6274169979696,0.455018009933616
23.972913230027,0.457921558381123
25.3984168314913,0.444953759599509
26.9086852881189,0.454816776453201
28.5087589804909,0.470411701683801
30.2039780058143,0.482056455545999
32.0000000000001,0.480549699502776
33.9028190194975,0.467490378661443
35.9187855459,0.470689665874923
38.0546276800872,0.467067250930004
40.317473596636,0.480205632775283
42.7148753334412,0.506473324253748
45.2548339959392,0.515306900907407
47.9458264600539,0.500556121694564
50.7968336629825,0.487765964116495
53.8173705762379,0.464978072263497
57.0175179609819,0.458507178998745
60.4079560116286,0.460757798686384
64.0000000000002,0.466660919119846
67.8056380389951,0.493153750499243
71.8375710918001,0.510120725294877
76.1092553601744,0.52487355913527
80.6349471932721,0.526952909801716
85.4297506668825,0.508342498591509
90.5096679918784,0.471759579154602
95.8916529201079,0.486795365828548
101.593667325965,0.508706964771938
107.634741152476,0.520741550498311
114.035035921964,0.537125651352858
120.815912023257,0.545426964530688
128,0.51554564400051
135.61127607799,0.469204921643831
143.6751421836,0.497256367290321
152.218510720349,0.516244403843041
161.269894386544,0.485027765426381
170.859501333765,0.501151154907263
181.019335983757,0.544166303176342
191.783305840216,0.558547749389214
203.18733465193,0.54740757201528
215.269482304952,0.550402678175147
228.070071843928,0.593645753691746
241.631824046515,0.605423471456896
256.000000000001,0.595627233871395
271.222552155981,0.623556750391477
287.350284367201,0.647754670825644
